context,question,answer_text,answer_start
"انتفال وجه به حساب تجارت زمانبندی خاصی ندارد و از طریق درگاه های غیر حضوری در هر ساعت از شبانه روز به صورت لحظه ای انجام می شود. کارمزد انتقال وجه از درگاه غیر حضوری 300 ریال است و در شعبه در صورتی که غیر از شعبه صاحب حساب باشدکارمزد  مبلغ 12000 ریال برداشت می‌شود. سقف انتقال وجه از طریق تلفن بانک و موبایل بانک 1 میلیارد ریال، از طریق تلفن بانک 30 میلیون ریال و از طریق خودپرداز 100 میلیون ریال است.",سقف انتقال وجه تجارت به تجارت از همراه بانک ,سقف انتقال وجه تجارت به تجارت از همراه بانک یک میلیارد ریال است,64
"انتفال وجه به حساب تجارت زمانبندی خاصی ندارد و از طریق درگاه های غیر حضوری در هر ساعت از شبانه روز به صورت لحظه ای انجام می شود. کارمزد انتقال وجه از درگاه غیر حضوری 300 ریال است و در شعبه در صورتی که غیر از شعبه صاحب حساب باشدکارمزد  مبلغ 12000 ریال برداشت می‌شود. سقف انتقال وجه از طریق تلفن بانک و موبایل بانک 1 میلیارد ریال، از طریق تلفن بانک 30 میلیون ریال و از طریق خودپرداز 100 میلیون ریال است.",سقف انتقال وجه تجارت به تجارت از طریق  اینترنت  بانک ,سقف انتقال وجه تجارت به تجارت از اینترنت بانک یک میلیارد ریال است اما برای حقوقی ها نامحدود است .,64
"انتفال وجه به حساب تجارت زمانبندی خاصی ندارد و از طریق درگاه های غیر حضوری در هر ساعت از شبانه روز به صورت لحظه ای انجام می شود. کارمزد انتقال وجه از درگاه غیر حضوری 300 ریال است و در شعبه در صورتی که غیر از شعبه صاحب حساب باشدکارمزد  مبلغ 12000 ریال برداشت می‌شود. سقف انتقال وجه از طریق تلفن بانک و موبایل بانک 1 میلیارد ریال، از طریق تلفن بانک 30 میلیون ریال و از طریق خودپرداز 100 میلیون ریال است.",سقف انتقال وجه تجارت به تجارت از  خودپرداز ,سقف انتقال وجه تجارت به تجارت از  خودپرداز صد میلیون ریال است.,64
"انتفال وجه به حساب تجارت زمانبندی خاصی ندارد و از طریق درگاه های غیر حضوری در هر ساعت از شبانه روز به صورت لحظه ای انجام می شود. کارمزد انتقال وجه از درگاه غیر حضوری 300 ریال است و در شعبه در صورتی که غیر از شعبه صاحب حساب باشدکارمزد  مبلغ 12000 ریال برداشت می‌شود. سقف انتقال وجه از طریق تلفن بانک و موبایل بانک 1 میلیارد ریال، از طریق تلفن بانک 30 میلیون ریال و از طریق خودپرداز 100 میلیون ریال است.",سقف انتقال وجه تجارت به تجارت از تلفنبانک,سقف انتقال وجه تجارت به تجارت از تلفنبانک سی میلیون ریال است,64
"کارمزد کارت به کارت حداقل 6,000 ريال تا مبلغ ده میلیون ريال و به ازای هر ده میلیون ريال مازاد، مبلغ 2,400ريال اضافه شود. سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال و از طریق PINPAD  داخل شعب 150 میلیون ریال است. افراد زیر 12 سال  امکان انتقال وجه شتابی را ندارند .
صدور اولیه و مجدد کارت منوط به ارائه معرفی نامه هیئت مدیره شخص حقوقی به بانک خواهد بود .که معرفی نامه مذکور  باید به تصویب هیئت مدیره شخص حقوقی رسیده باشد همچنین به ازای هر حساب صرفا امکان صدور یک کارت حقوقی میسر می باشد .",آیا اشخاص حقوقی می توانند تجارت کارت داشته باشند ؟,صدور اولیه و مجدد کارت منوط به ارائه معرفی نامه هیئت مدیره شخص حقوقی به بانک خواهد بود .که معرفی نامه مذکور  باید به تصویب هیئت مدیره شخص حقوقی رسیده باشد همچنین به ازای هر حساب صرفا امکان صدور یک کارت حقوقی میسر می باشد .,76
"کارمزد کارت به کارت حداقل 6,000 ريال تا مبلغ ده میلیون ريال و به ازای هر ده میلیون ريال مازاد، مبلغ 2,400ريال اضافه شود. سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال و از طریق PINPAD  داخل شعب 150 میلیون ریال است. افراد زیر 12 سال  امکان انتقال وجه شتابی را ندارند .
صدور اولیه و مجدد کارت منوط به ارائه معرفی نامه هیئت مدیره شخص حقوقی به بانک خواهد بود .که معرفی نامه مذکور  باید به تصویب هیئت مدیره شخص حقوقی رسیده باشد همچنین به ازای هر حساب صرفا امکان صدور یک کارت حقوقی میسر می باشد .",سقف کارمزد کارت به کارت چقدر است,"کارمزد کارت به کارت حداقل 6,000 ريال تا مبلغ ده میلیون ريال و به ازای هر ده میلیون ريال مازاد، مبلغ 2,400ريال اضافه شود.",1
"کارمزد کارت به کارت حداقل 6,000 ريال تا مبلغ ده میلیون ريال و به ازای هر ده میلیون ريال مازاد، مبلغ 2,400ريال اضافه شود. سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال و از طریق PINPAD  داخل شعب 150 میلیون ریال است. افراد زیر 12 سال  امکان انتقال وجه شتابی را ندارند .
صدور اولیه و مجدد کارت منوط به ارائه معرفی نامه هیئت مدیره شخص حقوقی به بانک خواهد بود .که معرفی نامه مذکور  باید به تصویب هیئت مدیره شخص حقوقی رسیده باشد همچنین به ازای هر حساب صرفا امکان صدور یک کارت حقوقی میسر می باشد .",حداکثر کارمزد کارت به کارت چقدر است,"کارمزد کارت به کارت حداقل 6,000 ريال تا مبلغ ده میلیون ريال و به ازای هر ده میلیون ريال مازاد، مبلغ 2,400ريال اضافه شود.",1
"کارمزد کارت به کارت حداقل 6,000 ريال تا مبلغ ده میلیون ريال و به ازای هر ده میلیون ريال مازاد، مبلغ 2,400ريال اضافه شود. سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال و از طریق PINPAD  داخل شعب 150 میلیون ریال است. افراد زیر 12 سال  امکان انتقال وجه شتابی را ندارند .
صدور اولیه و مجدد کارت منوط به ارائه معرفی نامه هیئت مدیره شخص حقوقی به بانک خواهد بود .که معرفی نامه مذکور  باید به تصویب هیئت مدیره شخص حقوقی رسیده باشد همچنین به ازای هر حساب صرفا امکان صدور یک کارت حقوقی میسر می باشد .",مبلغ کارمزد کارت به کارت چقدر است,"کارمزد کارت به کارت حداقل 6,000 ريال تا مبلغ ده میلیون ريال و به ازای هر ده میلیون ريال مازاد، مبلغ 2,400ريال اضافه شود.",1
"کارمزد کارت به کارت حداقل 6,000 ريال تا مبلغ ده میلیون ريال و به ازای هر ده میلیون ريال مازاد، مبلغ 2,400ريال اضافه شود. سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال و از طریق PINPAD  داخل شعب 150 میلیون ریال است. افراد زیر 12 سال  امکان انتقال وجه شتابی را ندارند .
صدور اولیه و مجدد کارت منوط به ارائه معرفی نامه هیئت مدیره شخص حقوقی به بانک خواهد بود .که معرفی نامه مذکور  باید به تصویب هیئت مدیره شخص حقوقی رسیده باشد همچنین به ازای هر حساب صرفا امکان صدور یک کارت حقوقی میسر می باشد .",سقف انتقال وجه از کارت به کارت طریق نت بانک چقدر است., سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال است,33
"کارمزد کارت به کارت حداقل 6,000 ريال تا مبلغ ده میلیون ريال و به ازای هر ده میلیون ريال مازاد، مبلغ 2,400ريال اضافه شود. سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال و از طریق PINPAD  داخل شعب 150 میلیون ریال است. افراد زیر 12 سال  امکان انتقال وجه شتابی را ندارند .
صدور اولیه و مجدد کارت منوط به ارائه معرفی نامه هیئت مدیره شخص حقوقی به بانک خواهد بود .که معرفی نامه مذکور  باید به تصویب هیئت مدیره شخص حقوقی رسیده باشد همچنین به ازای هر حساب صرفا امکان صدور یک کارت حقوقی میسر می باشد .",سقف انتقال وجه از کارت به کارت طریق اینترنت بانک چقدر است., سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال است,33
"کارمزد کارت به کارت حداقل 6,000 ريال تا مبلغ ده میلیون ريال و به ازای هر ده میلیون ريال مازاد، مبلغ 2,400ريال اضافه شود. سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال و از طریق PINPAD  داخل شعب 150 میلیون ریال است. افراد زیر 12 سال  امکان انتقال وجه شتابی را ندارند .
صدور اولیه و مجدد کارت منوط به ارائه معرفی نامه هیئت مدیره شخص حقوقی به بانک خواهد بود .که معرفی نامه مذکور  باید به تصویب هیئت مدیره شخص حقوقی رسیده باشد همچنین به ازای هر حساب صرفا امکان صدور یک کارت حقوقی میسر می باشد .",سقف انتقال وجه از کارت به کارت طریق همراه بانک چقدر است., سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال است,33
"کارمزد کارت به کارت حداقل 6,000 ريال تا مبلغ ده میلیون ريال و به ازای هر ده میلیون ريال مازاد، مبلغ 2,400ريال اضافه شود. سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال و از طریق PINPAD  داخل شعب 150 میلیون ریال است. افراد زیر 12 سال  امکان انتقال وجه شتابی را ندارند .
صدور اولیه و مجدد کارت منوط به ارائه معرفی نامه هیئت مدیره شخص حقوقی به بانک خواهد بود .که معرفی نامه مذکور  باید به تصویب هیئت مدیره شخص حقوقی رسیده باشد همچنین به ازای هر حساب صرفا امکان صدور یک کارت حقوقی میسر می باشد .",سقف انتقال وجه از کارت به کارت طریق خودپرداز بانک چقدر است., سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال است,33
"کارمزد کارت به کارت حداقل 6,000 ريال تا مبلغ ده میلیون ريال و به ازای هر ده میلیون ريال مازاد، مبلغ 2,400ريال اضافه شود. سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال و از طریق PINPAD  داخل شعب 150 میلیون ریال است. افراد زیر 12 سال  امکان انتقال وجه شتابی را ندارند .
صدور اولیه و مجدد کارت منوط به ارائه معرفی نامه هیئت مدیره شخص حقوقی به بانک خواهد بود .که معرفی نامه مذکور  باید به تصویب هیئت مدیره شخص حقوقی رسیده باشد همچنین به ازای هر حساب صرفا امکان صدور یک کارت حقوقی میسر می باشد .",سقف انتقال وجه از کارت به کارتداخل شعب بانک بانک چقدر است., سقف انتقال وجه از طریق PINPAD  داخل شعب 150 میلیون ریال است. ,33
"کارمزد کارت به کارت حداقل 6,000 ريال تا مبلغ ده میلیون ريال و به ازای هر ده میلیون ريال مازاد، مبلغ 2,400ريال اضافه شود. سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال و از طریق PINPAD  داخل شعب 150 میلیون ریال است. افراد زیر 12 سال  امکان انتقال وجه شتابی را ندارند .
صدور اولیه و مجدد کارت منوط به ارائه معرفی نامه هیئت مدیره شخص حقوقی به بانک خواهد بود .که معرفی نامه مذکور  باید به تصویب هیئت مدیره شخص حقوقی رسیده باشد همچنین به ازای هر حساب صرفا امکان صدور یک کارت حقوقی میسر می باشد .",سقف مجاز برداشت افراد زیر12سال از طریق خودپرداز چقدر است,افراد زیر 12 سال  امکان انتقال وجه شتابی را ندارند .,65
"کارمزد کارت به کارت حداقل 6,000 ريال تا مبلغ ده میلیون ريال و به ازای هر ده میلیون ريال مازاد، مبلغ 2,400ريال اضافه شود. سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال و از طریق PINPAD  داخل شعب 150 میلیون ریال است. افراد زیر 12 سال  امکان انتقال وجه شتابی را ندارند .
صدور اولیه و مجدد کارت منوط به ارائه معرفی نامه هیئت مدیره شخص حقوقی به بانک خواهد بود .که معرفی نامه مذکور  باید به تصویب هیئت مدیره شخص حقوقی رسیده باشد همچنین به ازای هر حساب صرفا امکان صدور یک کارت حقوقی میسر می باشد .",سقف مجاز برداشت افراد18-12 سال  از طریق خودپرداز چقدر است,سقف برای افراد 12 سال تمام تا 18 سال 200 هزار تومان روزانه  می باشد .,76
"کارمزد کارت به کارت حداقل 6,000 ريال تا مبلغ ده میلیون ريال و به ازای هر ده میلیون ريال مازاد، مبلغ 2,400ريال اضافه شود. سقف انتقال وجه از همه درگاه‌های غیر حضوری در هر شبانه‌روز 100 میلیون ریال و از طریق PINPAD  داخل شعب 150 میلیون ریال است. افراد زیر 12 سال  امکان انتقال وجه شتابی را ندارند .
صدور اولیه و مجدد کارت منوط به ارائه معرفی نامه هیئت مدیره شخص حقوقی به بانک خواهد بود .که معرفی نامه مذکور  باید به تصویب هیئت مدیره شخص حقوقی رسیده باشد همچنین به ازای هر حساب صرفا امکان صدور یک کارت حقوقی میسر می باشد .",سقف انتقال وجه تجارت به تجارت از تلفنبانک,سقف انتقال وجه تجارت به تجارت از تلفنبانک سی میلیون ریال است,33
"اشخاص حقیقی می‌توانند با ارائه اصل شناسنامه، کارت ملی و دو قطعه عکس به شعبه مراجعه و پس از تکمیل فرم درخواست، سپردن ودیعه و پرداخت اجاره بها از خدمات صندوق اجاره‌ای استفاده کنند.
اشخاص حقوقی باید اساسنامه، یک نسخه از روزنامه رسمی کشور که در آن آگهی ثبت شرکت یا موسسه درج شده باشد و همچنین روزنامه رسمی مربوط به معرفی مدیر یا مدیران و آخرین تغییرات شرکت به بانک تسلیم و در ذیل فرم درخواست، شرایط استفاده از صندوق توسط مشتری قید شود.
مشتریان می‌توانند در صندوق خود هرگونه اشیا و اسنادی را قرار دهند که شامل اشیا ممنوعه نباشد یا در نتیجه فساد یا علل  دیگر، آسیبی به صندوق و خزانه بانک نرساند.
فقط اجاره کننده صندوق یا وکیل قانونی وی می‌تواند از آن استفاده کند و صندوق قابل انتقال به غیر نیست.
حداقل سن  استفاده کنندگان از صندوق های اجاره ای 18 سال تمام است
مشتریان می‌توانند در ساعات اداری به دفعات برای استفاده از صندوق اجاره‌ای به بانک مراجعه کنند و هزینه ی هر بار استفاده از صندوق(ورود) 60.000ریال میباشد
حداقل مبلغ ودیعه اجاره صندوق امانات ۸ برابر مبلغ اجاره بهاء می باشد . 
اجاره صندوق امانات  به صورت سالیانه و در همان ابتدای قرارداد برای مدت یکسال اخذ می گردد. 
مبلغ اجاره بهای صندوق های اجاره ای طبق تعرفه های اعلامی بانک در حال حاضر ( هر سانتي متر مکعب حجم 144 ريال (حداقل 720,000ريال )  همچنین وديعه اجاره بهاء 8 برابر مبلغ اجاره بها،حداقل مبلغ 5,760,000 ريال ) برای یکسال تمام محاسبه و در ابتدای قرارداد اخذ می گردد. و برای مدت كمتر از یکسال اجاره بهای یکسال دریافت خواهد گردید.",حداقل سن  استفاده کنندگان از صندوق های اجاره ای چند سال است,حداقل سن  استفاده کنندگان از صندوق های اجاره ای 18 سال تمام است,161
"اشخاص حقیقی می‌توانند با ارائه اصل شناسنامه، کارت ملی و دو قطعه عکس به شعبه مراجعه و پس از تکمیل فرم درخواست، سپردن ودیعه و پرداخت اجاره بها از خدمات صندوق اجاره‌ای استفاده کنند.
اشخاص حقوقی باید اساسنامه، یک نسخه از روزنامه رسمی کشور که در آن آگهی ثبت شرکت یا موسسه درج شده باشد و همچنین روزنامه رسمی مربوط به معرفی مدیر یا مدیران و آخرین تغییرات شرکت به بانک تسلیم و در ذیل فرم درخواست، شرایط استفاده از صندوق توسط مشتری قید شود.
مشتریان می‌توانند در صندوق خود هرگونه اشیا و اسنادی را قرار دهند که شامل اشیا ممنوعه نباشد یا در نتیجه فساد یا علل  دیگر، آسیبی به صندوق و خزانه بانک نرساند.
فقط اجاره کننده صندوق یا وکیل قانونی وی می‌تواند از آن استفاده کند و صندوق قابل انتقال به غیر نیست.
حداقل سن  استفاده کنندگان از صندوق های اجاره ای 18 سال تمام است
مشتریان می‌توانند در ساعات اداری به دفعات برای استفاده از صندوق اجاره‌ای به بانک مراجعه کنند و هزینه ی هر بار استفاده از صندوق(ورود) 60.000ریال میباشد
حداقل مبلغ ودیعه اجاره صندوق امانات ۸ برابر مبلغ اجاره بهاء می باشد . 
اجاره صندوق امانات  به صورت سالیانه و در همان ابتدای قرارداد برای مدت یکسال اخذ می گردد. 
مبلغ اجاره بهای صندوق های اجاره ای طبق تعرفه های اعلامی بانک در حال حاضر ( هر سانتي متر مکعب حجم 144 ريال (حداقل 720,000ريال )  همچنین وديعه اجاره بهاء 8 برابر مبلغ اجاره بها،حداقل مبلغ 5,760,000 ريال ) برای یکسال تمام محاسبه و در ابتدای قرارداد اخذ می گردد. و برای مدت كمتر از یکسال اجاره بهای یکسال دریافت خواهد گردید.",شرایط عمومی استفاده از صندوق امانات ( اجاره ای )برای اشخاص حقوقی  چگونه است.,"اشخاص حقوقی باید اساسنامه، یک نسخه از روزنامه رسمی کشور که در آن آگهی ثبت شرکت یا موسسه درج شده باشد و همچنین روزنامه رسمی مربوط به معرفی مدیر یا مدیران و آخرین تغییرات شرکت به بانک تسلیم و در ذیل فرم درخواست، شرایط استفاده از صندوق توسط مشتری قید شود.",1
"اشخاص حقیقی می‌توانند با ارائه اصل شناسنامه، کارت ملی و دو قطعه عکس به شعبه مراجعه و پس از تکمیل فرم درخواست، سپردن ودیعه و پرداخت اجاره بها از خدمات صندوق اجاره‌ای استفاده کنند.
اشخاص حقوقی باید اساسنامه، یک نسخه از روزنامه رسمی کشور که در آن آگهی ثبت شرکت یا موسسه درج شده باشد و همچنین روزنامه رسمی مربوط به معرفی مدیر یا مدیران و آخرین تغییرات شرکت به بانک تسلیم و در ذیل فرم درخواست، شرایط استفاده از صندوق توسط مشتری قید شود.
مشتریان می‌توانند در صندوق خود هرگونه اشیا و اسنادی را قرار دهند که شامل اشیا ممنوعه نباشد یا در نتیجه فساد یا علل  دیگر، آسیبی به صندوق و خزانه بانک نرساند.
فقط اجاره کننده صندوق یا وکیل قانونی وی می‌تواند از آن استفاده کند و صندوق قابل انتقال به غیر نیست.
حداقل سن  استفاده کنندگان از صندوق های اجاره ای 18 سال تمام است
مشتریان می‌توانند در ساعات اداری به دفعات برای استفاده از صندوق اجاره‌ای به بانک مراجعه کنند و هزینه ی هر بار استفاده از صندوق(ورود) 60.000ریال میباشد
حداقل مبلغ ودیعه اجاره صندوق امانات ۸ برابر مبلغ اجاره بهاء می باشد . 
اجاره صندوق امانات  به صورت سالیانه و در همان ابتدای قرارداد برای مدت یکسال اخذ می گردد. 
مبلغ اجاره بهای صندوق های اجاره ای طبق تعرفه های اعلامی بانک در حال حاضر ( هر سانتي متر مکعب حجم 144 ريال (حداقل 720,000ريال )  همچنین وديعه اجاره بهاء 8 برابر مبلغ اجاره بها،حداقل مبلغ 5,760,000 ريال ) برای یکسال تمام محاسبه و در ابتدای قرارداد اخذ می گردد. و برای مدت كمتر از یکسال اجاره بهای یکسال دریافت خواهد گردید.",شرایط عمومی استفاده از صندوق امانات ( اجاره ای )برای اشخاص حقیقی  چگونه است؟,"اشخاص حقیقی می‌توانند با ارائه اصل شناسنامه، کارت ملی و دو قطعه عکس به شعبه مراجعه و پس از تکمیل فرم درخواست، سپردن ودیعه و پرداخت اجاره بها از خدمات صندوق اجاره‌ای استفاده کنند.",42
"اشخاص حقیقی می‌توانند با ارائه اصل شناسنامه، کارت ملی و دو قطعه عکس به شعبه مراجعه و پس از تکمیل فرم درخواست، سپردن ودیعه و پرداخت اجاره بها از خدمات صندوق اجاره‌ای استفاده کنند.
اشخاص حقوقی باید اساسنامه، یک نسخه از روزنامه رسمی کشور که در آن آگهی ثبت شرکت یا موسسه درج شده باشد و همچنین روزنامه رسمی مربوط به معرفی مدیر یا مدیران و آخرین تغییرات شرکت به بانک تسلیم و در ذیل فرم درخواست، شرایط استفاده از صندوق توسط مشتری قید شود.
مشتریان می‌توانند در صندوق خود هرگونه اشیا و اسنادی را قرار دهند که شامل اشیا ممنوعه نباشد یا در نتیجه فساد یا علل  دیگر، آسیبی به صندوق و خزانه بانک نرساند.
فقط اجاره کننده صندوق یا وکیل قانونی وی می‌تواند از آن استفاده کند و صندوق قابل انتقال به غیر نیست.
حداقل سن  استفاده کنندگان از صندوق های اجاره ای 18 سال تمام است
مشتریان می‌توانند در ساعات اداری به دفعات برای استفاده از صندوق اجاره‌ای به بانک مراجعه کنند و هزینه ی هر بار استفاده از صندوق(ورود) 60.000ریال میباشد
حداقل مبلغ ودیعه اجاره صندوق امانات ۸ برابر مبلغ اجاره بهاء می باشد . 
اجاره صندوق امانات  به صورت سالیانه و در همان ابتدای قرارداد برای مدت یکسال اخذ می گردد. 
مبلغ اجاره بهای صندوق های اجاره ای طبق تعرفه های اعلامی بانک در حال حاضر ( هر سانتي متر مکعب حجم 144 ريال (حداقل 720,000ريال )  همچنین وديعه اجاره بهاء 8 برابر مبلغ اجاره بها،حداقل مبلغ 5,760,000 ريال ) برای یکسال تمام محاسبه و در ابتدای قرارداد اخذ می گردد. و برای مدت كمتر از یکسال اجاره بهای یکسال دریافت خواهد گردید.",مشتری چه اشیایی را میتواند در صندوق امانات قرار دهد ؟ ,"مشتریان می‌توانند در صندوق خود هرگونه اشیا و اسنادی را قرار دهند که شامل اشیا ممنوعه نباشد یا در نتیجه فساد یا علل  دیگر، آسیبی به صندوق و خزانه بانک نرساند.",100
"اشخاص حقیقی می‌توانند با ارائه اصل شناسنامه، کارت ملی و دو قطعه عکس به شعبه مراجعه و پس از تکمیل فرم درخواست، سپردن ودیعه و پرداخت اجاره بها از خدمات صندوق اجاره‌ای استفاده کنند.
اشخاص حقوقی باید اساسنامه، یک نسخه از روزنامه رسمی کشور که در آن آگهی ثبت شرکت یا موسسه درج شده باشد و همچنین روزنامه رسمی مربوط به معرفی مدیر یا مدیران و آخرین تغییرات شرکت به بانک تسلیم و در ذیل فرم درخواست، شرایط استفاده از صندوق توسط مشتری قید شود.
مشتریان می‌توانند در صندوق خود هرگونه اشیا و اسنادی را قرار دهند که شامل اشیا ممنوعه نباشد یا در نتیجه فساد یا علل  دیگر، آسیبی به صندوق و خزانه بانک نرساند.
فقط اجاره کننده صندوق یا وکیل قانونی وی می‌تواند از آن استفاده کند و صندوق قابل انتقال به غیر نیست.
حداقل سن  استفاده کنندگان از صندوق های اجاره ای 18 سال تمام است
مشتریان می‌توانند در ساعات اداری به دفعات برای استفاده از صندوق اجاره‌ای به بانک مراجعه کنند و هزینه ی هر بار استفاده از صندوق(ورود) 60.000ریال میباشد
حداقل مبلغ ودیعه اجاره صندوق امانات ۸ برابر مبلغ اجاره بهاء می باشد . 
اجاره صندوق امانات  به صورت سالیانه و در همان ابتدای قرارداد برای مدت یکسال اخذ می گردد. 
مبلغ اجاره بهای صندوق های اجاره ای طبق تعرفه های اعلامی بانک در حال حاضر ( هر سانتي متر مکعب حجم 144 ريال (حداقل 720,000ريال )  همچنین وديعه اجاره بهاء 8 برابر مبلغ اجاره بها،حداقل مبلغ 5,760,000 ريال ) برای یکسال تمام محاسبه و در ابتدای قرارداد اخذ می گردد. و برای مدت كمتر از یکسال اجاره بهای یکسال دریافت خواهد گردید.",نحوه بازدید صندوق توسط دارنده صندوق چگونه است ؟ ,مشتریان می‌توانند در ساعات اداری به دفعات برای استفاده از صندوق اجاره‌ای به بانک مراجعه کنند.,174
"اشخاص حقیقی می‌توانند با ارائه اصل شناسنامه، کارت ملی و دو قطعه عکس به شعبه مراجعه و پس از تکمیل فرم درخواست، سپردن ودیعه و پرداخت اجاره بها از خدمات صندوق اجاره‌ای استفاده کنند.
اشخاص حقوقی باید اساسنامه، یک نسخه از روزنامه رسمی کشور که در آن آگهی ثبت شرکت یا موسسه درج شده باشد و همچنین روزنامه رسمی مربوط به معرفی مدیر یا مدیران و آخرین تغییرات شرکت به بانک تسلیم و در ذیل فرم درخواست، شرایط استفاده از صندوق توسط مشتری قید شود.
مشتریان می‌توانند در صندوق خود هرگونه اشیا و اسنادی را قرار دهند که شامل اشیا ممنوعه نباشد یا در نتیجه فساد یا علل  دیگر، آسیبی به صندوق و خزانه بانک نرساند.
فقط اجاره کننده صندوق یا وکیل قانونی وی می‌تواند از آن استفاده کند و صندوق قابل انتقال به غیر نیست.
حداقل سن  استفاده کنندگان از صندوق های اجاره ای 18 سال تمام است
مشتریان می‌توانند در ساعات اداری به دفعات برای استفاده از صندوق اجاره‌ای به بانک مراجعه کنند و هزینه ی هر بار استفاده از صندوق(ورود) 60.000ریال میباشد
حداقل مبلغ ودیعه اجاره صندوق امانات ۸ برابر مبلغ اجاره بهاء می باشد . 
اجاره صندوق امانات  به صورت سالیانه و در همان ابتدای قرارداد برای مدت یکسال اخذ می گردد. 
مبلغ اجاره بهای صندوق های اجاره ای طبق تعرفه های اعلامی بانک در حال حاضر ( هر سانتي متر مکعب حجم 144 ريال (حداقل 720,000ريال )  همچنین وديعه اجاره بهاء 8 برابر مبلغ اجاره بها،حداقل مبلغ 5,760,000 ريال ) برای یکسال تمام محاسبه و در ابتدای قرارداد اخذ می گردد. و برای مدت كمتر از یکسال اجاره بهای یکسال دریافت خواهد گردید.",هزینه  اجاره سالانه صندوق امانات بانک تجارت چقدر است؟,"مبلغ اجاره بهای صندوق های اجاره ای طبق تعرفه های اعلامی بانک در حال حاضر ( هر سانتي متر مکعب حجم 144 ريال (حداقل 720,000ريال )  همچنین وديعه اجاره بهاء 8 برابر مبلغ اجاره بها،حداقل مبلغ 5,760,000 ريال ) برای یکسال تمام محاسبه و در ابتدای قرارداد اخذ می گردد. و برای مدت كمتر از یکسال اجاره بهای یکسال دریافت خواهد گردید.",218
"اشخاص حقیقی می‌توانند با ارائه اصل شناسنامه، کارت ملی و دو قطعه عکس به شعبه مراجعه و پس از تکمیل فرم درخواست، سپردن ودیعه و پرداخت اجاره بها از خدمات صندوق اجاره‌ای استفاده کنند.
اشخاص حقوقی باید اساسنامه، یک نسخه از روزنامه رسمی کشور که در آن آگهی ثبت شرکت یا موسسه درج شده باشد و همچنین روزنامه رسمی مربوط به معرفی مدیر یا مدیران و آخرین تغییرات شرکت به بانک تسلیم و در ذیل فرم درخواست، شرایط استفاده از صندوق توسط مشتری قید شود.
مشتریان می‌توانند در صندوق خود هرگونه اشیا و اسنادی را قرار دهند که شامل اشیا ممنوعه نباشد یا در نتیجه فساد یا علل  دیگر، آسیبی به صندوق و خزانه بانک نرساند.
فقط اجاره کننده صندوق یا وکیل قانونی وی می‌تواند از آن استفاده کند و صندوق قابل انتقال به غیر نیست.
حداقل سن  استفاده کنندگان از صندوق های اجاره ای 18 سال تمام است
مشتریان می‌توانند در ساعات اداری به دفعات برای استفاده از صندوق اجاره‌ای به بانک مراجعه کنند و هزینه ی هر بار استفاده از صندوق(ورود) 60.000ریال میباشد
حداقل مبلغ ودیعه اجاره صندوق امانات ۸ برابر مبلغ اجاره بهاء می باشد . 
اجاره صندوق امانات  به صورت سالیانه و در همان ابتدای قرارداد برای مدت یکسال اخذ می گردد. 
مبلغ اجاره بهای صندوق های اجاره ای طبق تعرفه های اعلامی بانک در حال حاضر ( هر سانتي متر مکعب حجم 144 ريال (حداقل 720,000ريال )  همچنین وديعه اجاره بهاء 8 برابر مبلغ اجاره بها،حداقل مبلغ 5,760,000 ريال ) برای یکسال تمام محاسبه و در ابتدای قرارداد اخذ می گردد. و برای مدت كمتر از یکسال اجاره بهای یکسال دریافت خواهد گردید.",اجاره صندوق امانات  به چه صورت دریافت میشود؟ ,اجاره صندوق امانات  به صورت سالیانه و در همان ابتدای قرارداد برای مدت یکسال اخذ می گردد. ,243
