question,answer
"شرایط صدور ضمانتنامه ارزی با توثیق 100% وجه نقد چگونه است؟","بر اساس مجموعه مقررات ارزی بانک مرکزی ج.ا.ا.: - صدور ضمانتنامه به تقاضاي اشخاص حقوقی از نوع مسئوليت محدود صرفاً با توثيق 100% عين ارز وجه الضمان و یا معادل ریالی آن به نرخ ارز در روز صدور با پوشش ریسك تغييرات و نوسانات نرخ ارز امكانپذیر است. - مؤسسه اعتباري می تواند نسبت به صدور انواع ضمانتنامه های ارزی، به استثناي ضمانتنامه تعهد پرداخت ارزی، در قبال توثيق صد درصد عين ارز ضمانتنامه یا معادل ریالی آن به نرخ ارز در روز صدور با پوشش ریسك تغييرات و نوسانات نرخ ارز (صرفاً براي اشخاص حقيقی و حقوقی ایرانی) با رعایت سایر ضوابط و مقررات بدون نياز به اخذ مجوز از بانك مركزي ج.ا.ا. اقدام نماید. - صدور انواع ضمانتنامه ارزي به درخواست اشخاص حقيقی و حقوقی غيرایرانی و یا نمایندگان آنها، با توثيق 100% عين مبلغ ضمانتنامه به ارز و بدون نياز به اخذ مجوز از بانك مركزي ج.ا.ا یا با دریافت ضمانتنامه متقابل غيرقابل برگشت و قابل تمدید بانك معتبر خارجی با رعایت مقررات امكانپذیر است."
"کارمزد ضمانتنامه های ارزی چه مقدار می باشد؟","کارمزد ضمانتنامه های ارزی بر اساس مقررات و دستورالعمل ها و بر حسب درصد و نوع وثایق ضمانتنامه محاسبه می شوند که جهت توضیحات تکمیلی می بایست با اداره ضمانتنامه های خارجی (88320849) تماس حاصل فرمایید."
"انواع ضمانتنامه های صادره توسط اداره ضمانتنامه های خارجی چیست؟","-شرکت در مناقصه -گمرکی(تحت تضامین متقابل صادره توسط بانکهای کارگزار خارجی) -حسن انجام کار/تعهد -مالیاتی(تحت تضامین متقابل صادره توسط بانکهای کارگزار خارجی) -پیش پرداخت -تعهد پرداخت(صرفاًتحت تضامین متقابل صادره توسط بانکهای کارگزار خارجی) -استرداد کسور وجه الضمان"
"ضمانتنامه شرکت در مناقصه چیست؟","بابت تضمین تعهدات شرکت کنندگان در مناقصه به برگزار کنندگان مناقصه می باشد. این نوع ضمانتنامه شرکت کنندگان در مناقصه را از دادن قیمت هایی که از عهده اجرای آن برنمی آیند برحذر می دارد و ریسک مناقصه گذارنده را در این خصوص پوشش می دهد و معمولاً برای مبلغی معادل 2 تا 5 درصد ارزش مناقصه صادر می شود."
"ضمانتنامه حسن انجام کار/تعهد چیست؟","بابت تضمین کیفیت و زمان انجام قرارداد می باشد به طوریکه تعهدات طرفی را که انجام وظایف مشروح در قرارداد را بر عهده گرفته پوشش می دهد. این نوع ضمانتنامه را پیمانکار یا فروشنده به منظور حصول اطمینان کارفرما یا خریدار از اجرای صحیح قرارداد صادر می کند و معمولاً 5 تا 10 درصد مبلغ قرارداد پایه است."
"ضمانتنامه پیش پرداخت چیست؟","به منظور تضمین استفاده از مبلغ پیش پرداخت در قالب قرارداد صادر می گردد و برای تضمین مبالغی است که خریدار، به عنوان پیش پرداخت برای خرید کالا، تجهیزات، خدمات یا کار می پردازد تا اگر تحویل کالا یا خدمات مطابق شرایط قرارداد نباشد، بتواند مبلغ پیش پرداخت را به وسیله همین ضمانتنامه پیش پرداخت معادل مبلغ پیش پرداخت اولیه و احتمالاً با احتساب بهره، مسترد کند."
"ضمانتنامه استرداد کسور وجه الضمان چیست؟","بابت تضمین تحویل قطعی پروژه و تسویه حساب نهایی در قبال دریافت کسور وجه الضمان صادر می گردد. بدین ترتیب پیمانکار و فروشنده می توانند کل یا قسمتی از مبلغی که کارفرما یا خریدار برای حصول اطمینان از انجام تعهد یا پس از گذشت مدت زمانی که توافق کرده اند، از مطالبات پیمانکار یا خریدار کسر کرده و نزد خود نگهداشته است دریافت نمایند. مبلغ ضمانتنامه استرداد کسور وجه الضمان معمولاً 5 تا 10 درصد ارزش قرارداد پایه است."
"ضمانتنامه گمرکی چیست؟","بابت تضمین کلیه تعهدات واردکنندگان کالا به گمرکات کشور می باشد که به نفع مقامات گمرکی صادر می شود تا حقوق و عوارض مربوط به کالاهایی که به طور موقت وارد کشور می شود، در صورتی که در زمان توافق شده دوباره صادر نشود، گمرک مربوطه سود و عوارض گمرکی را از محل ضمانتنامه وصول نماید."
"ضمانتنامه مالیاتی چیست؟","بابت تضمین پرداخت مالیات توسط مودیان مالیاتی صادر می گردد. عموماً پیمانکاران خارجی جهت تعویق پرداخت مالیات متعلقه، ضمانتنامه مالیاتی از بانک دریافت و به وزارت امور اقتصادی و دارایی-سازمان امور مالیاتی ارائه می نمایند، لیکن باید در سررسید مشخص، مالیات مذکور را به سازمان مذکور پرداخت نمایند. در غیر این صورت، سازمان مذکور درخواست پرداخت ضمانتنامه را از بانک خواهد نمود. به عبارت دیگر، ذینفع در ضمانتنامه های مالیاتی همیشه سازمان امور مالیاتی است."
"ضمانتنامه تعهد پرداخت چیست؟","بابت تضمین باز پرداخت انواع دیون ارزی اعم از تسهیلات، تعهد پرداخت وجه کالاها یا خدمات ارائه شده و ... صادر می گردد. اینگونه ضمانتنامه ها معمولا بابت پوشش بازپرداخت وام های دریافتی است که در صورت عدم تسویه تسهیلات، از محل ضمانتنامه نسبت به بازپرداخت تسهیلات و سود متعلقه آن اقدام می شود. صدور این ضمانتنامه به صورت ارزی ممنوع می باشد مگر آنکه تحت تضمین متقابل بانکهای خارجی صادر شود."
"مراحل صدور ضمانتنامه ارزی چیست؟","-مراجعه به شعبه ریالی و ارائه درخواست صدور مصوبه اعتباری -مراجعه به اداره ضمانتنامه های خارجی، ارائه مدارک و اطلاعات مورد نیاز ( اطلاعات قرارداد و ...) و اخذ فرم های مربوط به تقاضای صدور ضمانتنامه جهت تکمیل -ارائه فرم های تکمیل شده در سربرگ شرکت به همراه امضاهای تایید شده -اخذ مجوز از بانک مرکزی ج.ا.ا. در صورت لزوم با توجه به شرایط ضمانتنامه -ارائه تاییدیه احراز شرایط مصوبه اعتباری توسط شعبه ریالی -اخذ کارمزد و هزینه های مربوطه -صدور ضمانتنامه توسط اداره ضمانتنامه های خارجی"
"ضمانتنامه ریالی به زبان انگلیسی چیست؟","ضمانتنامه ای است که متقاضی آن با توجه به شرایط قرارداد و درخواست ذینفع، تقاضای صدور ضمانتنامه ریالی به زبان انگلیسی و امضای لاتین را می نماید."
"چنانچه ضمانتنخواه یا دستور دهنده نماینده اشخاص حقیقی یا حقوقی خارجی در ایران باشد شرایط صدور ضمانتنامه ارزی چگونه است؟","بر اساس مجموعه مقررات ارزی بانک مرکزی ج.ا.ا. چنانچه ضمانتخواه یا دستوردهنده، نماینده اشخاص حقيقی یا حقوقی خارجی در ایران باشد علاوه بر رعایت ضوابط و مقررات شناسایی مشتریان، رعایت ملاحظات ذیل نيز درخصوص نماینده ضروري است: - شخص حقيقی: دریافت تصویر و اصل پروانه اقامت و گذرنامه معتبرحسب مورد، مدارک محل سكونت در ایران و مدارک بيانگر شغل در ایران اعم از موقت یا دائم. - شخص حقوقی: مجوز فعاليت، گواهی ثبت شخص حقوقی مورد تأیيد نمایندگی سياسی ج.ا.ا. در موطن اصلی متقاضی حسب مورد، اسناد مبين محل فعاليت، گذرنامه و پروانه هاي اقامت معتبر هيئت مدیره شاغل در ایران حسب مورد. - نمایندگان معرفی شده می بایست حداقل داراي یكی از انواع حساب هاي بانكی فعال در شبكه بانكی باشند. - وكالتنامه و سند اعطاي نمایندگی كه متضمن حدود اختيارات و مسئوليت هاي نماینده و نحوه ي اعمال این اختيارات باشد باید داراي ترجمه رسمی بوده، مورد تصدیق دفتر اسناد رسمی قرار گرفته و از اصالت هویت شخص حقيقی و حقوقی در منشأ خارجی اطمينان حاصل شود. بدیهی است ایجاد تعهد ارزي از حيث ضمانتنامه نيز میبایست جزء اختيارات نماینده پيش بينی شده باشد."
"آیا امکان صدور ضمانتنامه سندیکایی وجود دارد؟","در برخی از موارد ممکن است یک بانک به دلیل مبلغ بالای ضمانتنامه، به تنهایی توانایی قبول تعهدات صدور ضمانتنامه را نداشته باشد بنابراین چندین بانک طی قرارداد سندیکایی و با درصد های توافق شده تعهد و کارمزد ضمانتنامه مذکور را بین یکدیگر تقسیم نموده و بانک عامل (رهبر سندیکا) ضمانتنامه را به نفع ذینفع صادر می کند، که صدور این ضمانتنامه ها توسط بانک تجارت امکانپذیر است."
"بانک ضامن چه کسی است؟","به معنی طرفی است که ضمانتنامه صادر می کند و شامل طرفی که به حساب خود عمل می کند نیز می باشد."
"ذینفع ضمانتنامه کیست؟","شخصی است که ضمانتنامه به نفع او صادر شده است."
"متقاضی/ضمانتخواه ضمانتنامه کیست؟","طرفی است که در ضمانتنامه به عنوان شخصی که تعهداتی را به موجب رابطه پایه که ضمانتنامه برای تامینآن صادر می شود، به عهده می گیرد، که ممکن است همان طرف دستوردهنده باشد یا نباشد."
"طرف دستور دهنده ضمانتنامه کیست؟","به معنی طرفی (غیر از بانک ضامن متقابل) است که دستور صدور ضمانتنامه یا ضمانتنامه متقابل را می دهد و مسئول تامین پرداخت به بانک ضامن یا در صورت صدور ضمانتنامه متقابل، به بانک ضامن متقابل می باشد.طرف دستور دهنده ممکن است متقاضی ضمانتنامه هم باشد یا نباشد."
"بانک ضامن متقابل کیست؟","به معنی طرفی است که ضمانتنامه متقابل به نفع بانک ضامن یا بانک ضامن متقابل دیگری صادر می کند. بانک ضامن متقابل شامل طرفی که به حساب خود تعهد ایجاد می کند نیز می باشد."
"ضمانتنامه های ارزی به چه مدت تمدید می شوند؟","بر اساس مجموعه مقررات ارزی بانک مرکزی ج.ا.ا. تعیین سررسید ضمانتنامه ها (بجز ضمانتنامه های شرکت در مناقصه) حداکثر یکسال از تاریخ صدور و قابل تمدید حداکثر برای دوره های یکساله است. همچنین حداکثر مدت زمان اعتبار ضمانتنامه های شرکت در مناقصه، شش ماه از تاریخ برگزاری مناقصه و قابل تمدید حدکثر برای یک دوره سه ماه می باشد."
"نوع و ترکیب وثایق جهت صدور ضمانتنامه های ارزی چه می باشد؟","بر اساس مجموعه مقررات ارزی بانک مرکزی ج.ا.ا. وثيقه صدور ضمانتنامه حداقل معادل 10% مبلغ ضمانتنامه را به صورت یك یا تركيبی از »وجه نقد«،» طلا«، »اسناد خزانه«، » اوراق قرضه دولتی«،» اوراق خزانه اسلامی«،»اوراق مشاركت منتشره بر اساس مجوز بانک مركزي ج.ا.ا.«،» سپرده سرمایه گذاري مدتدار«، »حسابهاي پس انداز قرض الحسنه نزد این بانک«،» حساب سپرده سرمایه گذاري مدتدار متقاضی نزد سایر مؤسسات اعتباري«،» گواهی هاي سپرده سرمایه گذاري مدت دار ویژه عام و خاص«،» اوراق قرض الحسنه « یا حساب هاي ارزي شامل »حسابهاي سپرده سرمایه گذاري مدتدار ارزی«، »قرض الحسنه جاري ارزی« و »قرض الحسنه پس انداز ارزي نزد مؤسسه اعتباري صادركننده ضمانتنامه «و يا سایر مؤسسات اعتباري می باشد. لازم به توضیح است که ضمانتنامه های شرکت در مناقصه می تواند بدون اخذ سپرده نقدی صادر گردند. همچنین نوع و تركيب الباقی وثایق غيرنقد بر اساس ضوابطی تعيين خواهد شد كه هيئت مدیره مؤسسه اعتباري در چارچوب ضوابط و مقررات تعيين و ابلاغ می نماید."
"ضمانتنامه متقابل (کانتر گارانتی) چیست؟","به معنی تعهد امضاء شده ای است که توسط بانک ضامن متقابل به طرف دیگر داده می شود که آن طرف یا بانک ضامن متقابل دیگری ضمانتنامه ای صادر می کند."
"بانک ضامن متقابل کیست؟","طرفی است كه ضمانتنامه متقابل به نفع بانک ضامن یا بانک ضامن متقابل دیگري صادر می كند."
"شرایط صدور ضمانتنامه ارزی از طریق دریافت ضمانتنامه متقابل از بانک های کارگزار چگونه است؟","بر اساس مجموعه مقررات ارزی بانک مرکزی ج.ا.ا. مؤسسه اعتباري می تواند بابت وثيقه كل ضمانتنامه و یا معادل مابقی مبلغ ضمانتنامه، ضمانتنامه ارزي بانكها یا مؤسسات اعتباري غيربانكی معتبر خارجی اخذ نماید. ضمناً پذیرش ضمانتنامه صادره توسط بانك یا مؤسسه اعتباري غيربانكی خارجی پس از دریافت نظر مثبت بانك مركزي ج.ا.ا. در خصوص وضعيت مالی-اعتباري آنها بلامانع است."
"آیا امکان صدور ضمانتنامه ارزی بدون نیاز به اخذ مجوز بانک مرکزی ج.ا.ا. وجود دارد؟","بله، بر اساس مجموعه مقررات ارزی بانک مرکزی ج.ا.ا. صدور کلیه ضمانتنامه هاي (به غیر از ضمانتنامه های شرکت در مناقصه) حداكثر هركدام تا سقف 'دویست هزار یورو یا معادل آن به سایر ارزها' پس از دریافت و بررسی قرارداد مربوطه با رعایت مندرجات مجموعه مقررات ارزی بانک مرکزی و نيز سایر ضوابط و مقررات بدون نياز به اخذ مجوز از بانك مركزي ج.ا.ا بلامانع است."
"ضمانتنامه ارزی در چه صورتی قابل انتقال است؟","بر اساس مجموعه مقررات ارزی بانک مرکزی ج.ا.ا.، ضمانتنامه ارزي فقط در صورتی قابل انتقال است كه صراحتاً عبارت »قابل انتقال« در متن ضمانتنامه ذكر شده باشد. ضمناً صدور ضمانتنامه قابل انتقال منوط به پيش بينی آن در قرارداد پایه یا اصلاحيه آن با درج نام انتقال گيرنده می باشد."
"شرایط خاتمه اعتبار ضمانتنامه ارزی چیست؟","بر اساس مجموعه مقررات ارزی بانک مرکزی ج.ا.ا. ضمانتنامه با تحقق یكی از شرایط زیر خاتمه می یابد: -اعلام كتبی و امضاء شده ذینفع به بانک ضامن مبنی بر ابراء وي از تعهدات. -انقضاي اعتبار ضمانتنامه (تاریخ انقضا) و یا تحقق رخدادي كه منجر به خاتمه اعتبار شود. اگر خاتمه اعتبار ضمانتنامه منوط به وقوع رخدادي باشد لازم است اسناد و مدارک مربوط به رخداد منجر به خاتمه اعتبار در متن ضمانتنامه مشخص شود. -هنگامی كه مبلغ ضمانتنامه به صفر برسد."
"شماره تلفن، فاکس و ایمیل (راه های ارتباطی) اداره ضمانتنامه های خارجی چیست؟","رییس اداره: 88320849 دایره تمدید و تقلیل: 88895756 معاونین اداره: 8892005'88935592 دایره ابطال و پرداخت: 88825676 واحد کارشناسان: 88936363 دایره آمار و رفع مغایرت ها: 88920049 دایره صدور: 88908615 فاکس:88825040 ایمیل:int-guarantee@tejaratbank.ir کد پستی: 1598617815"
"URDG چیست؟","مقررات متحدالشکل ضمانتنامه های عندالمطالبه (URDG) مجموعه ای از ضوابط قراردادی است که توسط اتاق بازرگانی بین المللی (ICC) تدوین گردیده و برای ضمانتنامه ها و ضمانتنامه های متقابل عندالمطالبه کاربرد دارد. آخرین نسخه از این مقررات، نشریه 758 اتاق بازرگانی بین المللی (URDG 758) در سال 2010 منتشر گردید."
"ISDGP چیست؟","رویه استاندارد بین المللی ضمانتنامه های عندالمطالبه (ISDGP) بهترین روش حاکم بر ضمانتنامه های تابع مقررات URDG 758 را ارائه داده و نحوه تفسیر مقررات متحدالشکل ضمانتنامه های عندالمطالبه (URDG 758) ارائه می دهد. این رویه توسط اتاق بازرگانی بین المللی در سال 2021 منتشر گردید."
"آدرس اداره ضمانتنامه های خارجی بانک تجارت چیست؟","تهران، خیابان آیت اله طالقانی، تقاطع خیابان استاد نجات اللهی، شماره 247، طبقه چهارم"
"ضمانتنامه یا ضمانتنامه عندالمطالبه چیست؟","ضمانتنامه عند المطالبه یا ضمانتنامه بانکی تعهد غیرقابل برگشت بانک بانک ضامن به ذینفع ضمانتنامه می باشد که مستقل از قرارداد پایه بوده و صرفاً در صورت مطالبه وجه الضمان از سوی ذینفع مطابق با متن ضمانتنامه قابل پرداخت است."
"بانک تجارت جهت صدور ضمانتنامه ارزی با کدام بانک های کارگزار دارای روابط کارگزاری می باشد؟","در حال حاضر امکان دریافت و صدور ضمانتنامه ارزی از طریق بانک های ذیل وجود دارد و بابت سایر موارد نیز حسب مورد می بایست از اداره ضمانتنامه های خارجی استعلام صورت پذیرد:-بانک تجارت پاریس، فرانسه -PIB بانک شعب لندن، میلان و دبی-بانک تجارت دوشنبه، تاجیکستان -TC بانک مینسک، بلاروس-شعب سایر بانک های ایرانی در خارج از کشور -میربیزینس و VTB بانک، روسیه -EIH بانک هامبورگ، آلمان"
"خدمات ارائه شده توسط اداره ضمانتنامه های خارجی چیست؟","-انجام کلیه عملیات (شامل: صدور، افزایش، تمدید، تقلیل، کاهش سررسید، ابطال و مطالبه وجه) مربوط به انواع ضمانتنامه های ارزی متداول شامل شرکت در مناقصه (فرآیند ارجاع کار)/ مزایده، حسن انجام کار/ تعهد، پیش پرداخت، استرداد کسور وجه الضمان، گمرکی و مالیاتی-صدور ضمانتنامه های ارزی به نفع خریداران/کارفرمایان ایرانی تحت تضامین متقابل بانک های کارگزار خارجی، جهت واردات کالا یا خدمات از کشورهای خارجی-ارسال تضامین متقابل به بانک های کارگزار خارجی جهت صدور ضمانتنامه به نفع خریداران/ کارفرمایان خارجی، در راستای صدور کالا و خدمات (فنی و مهندسی) توسط صادرکنندگان ایران-صدور ضمانتنامه های ارزی جهت قراردادهای داخلی ارزی با وثایق محلی-صدور ضمانتنامه های ارزی مستقیم به تقاضای پیمانکاران ایرانی و به نفع کارفرمایان خارجی-انجام خدمات مربوط به ابلاغ ضمانتنامه های صادره توسط بانک های کارگزار خارجی به نفع ذینفعان ایرانی-صدور ضمانتنامه های ارزی در اسرع وقت بدون نیاز به اخذ مجوز از بانک مرکزی درمقابل اخذ 100 درصد عین وجه الضمان پس از انجام کنترل های لازم در خصوص مبارزه با پولشویی و تطبیق-بررسی متون ضمانتنامه ها به درخواست مشتریان و ارائه نظرات کارشناسی- استعلام از بانک های کارگزار جهت صدور ضمانتنامه های ارزی تحت تضمین متقابل این بانک-ارائه تأییدیه های انگلیسی در خصوص حد سالیانه ضمانتنامه های ارزی در مصوبات اعتباری-صدور ضمانتنامه های ریالی به زبان انگلیسی"
"ضمانتنامه ارزی وارداتی چیست؟","این ضمانتنامه ها به طور معمول در مورد خرید کالا یا خدمات از شرکت ها و مشتریان خارجی مصداق داشته و بانک تجارت به تضمین متقابل بانک های معتبر خارجی نسبت به صدور ضمانتنامه به نفع ذینفع های ایرانی(خریداران و کارفرمایان) اقدام می کند."
"ضمانتنامه ارزی صادراتی چیست؟","این ضمانتنامه ها به طور معمول در خصوص صادرکنندگان کالای تولیدی، پیمانکاران، مشاوران و سازندگان داخلی که امور خدمات مهندسی مشاور، طراحی، پیمانکاری، ساختمانی، تاسیساتی و تجهیزات در داخل کشور اجرا می کنند و همچنین صادرکنندگان خدمات فنی و مهندسی (بر اساس آیین نامه اجرایی حمایت از صادرکنندگان خدمات فنی و مهندسی هیات محترم وزیران)، مصداق داشته و بانک تجارت با توجه به درخواست متقاضی نسبت به صدور ضمانتنامه ارزی به نفع ذینفعان (ایرانی/خارجی) و یا ارسال تضمین متقابل به بانک های کارگزار جهت صدور ضمانتنامه به نفع ذینفعان (ایرانی/خارجی) مورد نظر اقدام می نماید."
"ماهیت اسنادی ضمانتنامه به چه معناست؟","بدین معناست که به جز درج تاریخ یا قید گذشت زمان معین، ضمانتنامه نباید حاوی شرطی باشد که نتوان برای تحقق آن مدرکی ارائه کرد."
"پذیرش و ابلاغ ضمانتنامه های مستقیم صادره توسط بانک های کارگزار به چه معناست؟","در این مورد بانک تجارت صرفاً نقش ابلاغ کننده ضمانتنامه و یا هرگونه پیام دیگری بین بانک ضامن و ذینفع را بر عهده می گیرد. لازم به توضیح است که ابلاغ ضمانتنامه به منزله صدور ضمانتنامه نبوده و جزء تعهدات بانک تجارت ثبت نمی گردد."
"آیا بانک تجارت ابلاغ ضمانتنامه های ارزی سایر بانکها را پذیرش می کند؟","در صورت وجود رابطه کارگزاری با بانک کارگزار صادرکننده و یا ابلاغ کننده ضمانتنامه، ابلاغ ضمانتنامه توسط بانک تجارت صورت می پذیرد."
"مدارک و فرم های لازم جهت ابلاغ ضمانتنامه های ارزی چیست؟","پس از تکمیل فرم تعهدنامه (ارائه شده توسط اداره ضمانتنامه های خارجی) در سربرگ شرکت به همراه امضاهای مجاز و عندالزوم اخذ مجوز از بانک مرکزی ج.ا.ا.، ابلاغ ضمانتنامه توسط بانک تجارت صورت می پذیرد."
"متن ضمانتنامه های ارزی بر چه اساسی تنظیم می شود؟","متن ضمانتنامه بر اساس رابطه پایه (قرارداد)، درخواست های طرفین ضمانتنامه، مجموعه مقررات ارزی بانک مرکزی ج.ا.ا. و همچنین مقررات متحدالشکل ضمانتنامه های عندالمطالبه (URDG 758) اتاق بازرگانی بین المللی، قابل تنظیم می باشد."
"آیا به صورت غیر حضوری می توان درخواست صدور ضمانتنامه ارزی را ارسال نمود؟","بله جهت بررسی درخواست صدور ضمانتنامه ارسال مدارک مربوطه از طریق ایمیل (INT-GUARANTEE@TEJARATBANK.IR) و یا فاکس (88825040) این اداره امکان پذیر می باشد، لیکن جهت صدور ضمانتنامه اصل مدارک می بایست به اداره ضمانتنامه های خارجی ارسال گردد."
"آیا بانک تجارت به سیستم سوئیفت متصل می باشد؟","خیر، در شرایط فعلی به علت محدودیت ها امکان اتصال به سیستم سوییفت وجود ندارد ، لیکن پیام های این بانک برای بانک های دیگر در خارج از کشور و داخل کشور از سایر سامانه پیام رسانی الکترونیکی مالی مخابره می گردد."
"آیا امکان اخذ گزارش سالیانه صورت های مالی بانک تجارت وجود دارد؟","بله، با مراجعه به سایت اینترنتی بانک تجارت (TEJARATBANK.IR) در قسمت گزارش های سالانه امکان دانلود فایل های PDF فارسی و انگلیسی در خصوص صورت های مالی بانک وجود دارد."
"مصادیق صدور ضمانتنامه ارزی چیست؟","-قراردادهای داخلی ارزی"
"ضمانتنامه ارزی چه چیزی را تعهد می نماید؟","تضمین موضوع رابطه پایه (قرارداد)"
"آیا ضمانتنامه قابلیت توثیق یا معامله یا تنزیل دارد؟","خیر، ضمانتنامه به علت مستقل بودن قابلیت توثیق و تنزیل و معامله ندارد."
"آیا صدور ضمانتنامه بدون رابطه پایه امکان پذیر است؟","خیر، ازآنجاییکه تعهد متقاضی به ذینفع بر اساس رابطه پایه شکل می گیرد، وجود رابطه پایه جهت صدور ضمانتنامه الزامی است."
"منظور از روز کاری در متن ضمانتنامه ارزی چیست؟","روز کاری به روزی که بانک ضامن معمولاً برای امور مرتبط به فعالیت های ضمانتنامه باز است، اطلاق می شود."
"ساعت کاری اداره ضمانتنامه های خارجی در چه بازه ی زمانی است؟","-شنبه تا چهارشنبه ساعت 7:30 الی 16 -پنج شنبه ها ساعت 7:30 تا 12:30"
"آیا صدور ضمانتنامه های ارزی به ارزهای غیر رایج و ارز دلارآمریکا میسر می باشد؟","بله، صدور ضمانتنامه بر اساس مقررات بانک مرکزی ج.ا.ا. امکانپذیر می باشد."
"نرخ ارز مورد استفاده در محاسبه کارمزد و سپرده نقدی ضمانتنامه های ارزی چیست؟","نرخ فروش اسکناس ارز ضمانتنامه سامانه معاملات الکترونیکی ارز (ETS)."
"کارمزد بانک های کارگزار خارجی بابت ضمانتنامه های ارزی به چه صورت از مشتری اخذ می گردد؟","در صورت عدم تامین ارز توسط متقاضی، معادل ریالی مبلغ کارمزد بعلاوه هزینه های مربوطه از حساب مشتری برداشت و این بانک پس از تخصیص ارز توسط بانک مرکزی ج.ا.ا.، اقدام به پرداخت کارمزد درخواستی بانک کارگزار می نماید."
"آیا بانک تجارت با دریافت تضمین متقابل از بانک های کارگزار معتبر خارجی به نفع ذینفع های داخل کشور، ضمانتنامه ارزی صادر می نماید؟","بله، پس از اخذ مجوز از بانک مرکزی جمهوری اسلامی ایران بلامانع است."
"مدارک مورد نیاز بابت صدور ضمانتنامه ارزی چیست؟","- 7 برگ فرم درخواست صدور -اسناد مناقصه بابت ضمانتنامه شرکت در مناقصه یا فرآیند ارجاع کار -ابلاغیه ارجاع کار (برای ضمانتنامه های حسن انجام کار) -صورت وضعیت های کارفرما (برای ضمانتنامه های استرداد کسور وجه الضمان) -مدارک قراردادی بابت انواع ضمانتنامه به جز مناقصه -مصوبه اعتباری و نامه احراز شرایط آن"
"صدور ضمانتنامه ارزی به چه زبان هایی امکانپذیر می باشد؟","صدور ضمانتنامه های ارزی به زبان انگلیسی یا فارسی امکانپذیر می باشد."
"نحوه تکمیل فرم های صدور ضمانتنامه ارزی به چه صورتی است؟","ابتدا می بایست فرم ها در سربرگ شرکت اسکن و پس از تکمیل آن توسط امضا داران مجاز شرکت، امضا و ممهور به مهر شرکت گردیده و نهایتاً امضاها توسط شعبه ریالی مربوطه تأیید می شوند."
"ضمانتنامه به چه شخصی تحویل می گردد؟","نماینده شرکت به همراه اصل کارت ملی به علاوه معرفی نامه کتبی در سربرگ شرکت، امضا شده و ممهور به مهر شرکت"
"آیا صدور ضمانتنامه ارزی به صورت مستقیم به نفع ذینفع خارجی امکانپذیر است؟","صدور ضمانتنامه به نفع ذینفع های خارجی به صورت مستقیم امکان پذیر می باشد."
"شرایط مدارک دریافتی بابت صدور ضمانتنامه ارزی به نفع ذینفع های خارجی به چه صورت می باشد؟","مدارک می بایست ممهور به مهر سفارت ایران در کشور ذینفع و وزارت امور خارجه باشد."
"کانال های ارتباطی بانک تجارت با بانک های کارگزار خارجی با توجه به شرایط تحریم کنونی چگونه است؟","در خصوص اخذ اطلاعات به روز کانال های ارتباطی بانک تجارت با بانک های کارگزار خارجی با اداره ضمانتنامه های خارجی (با شماره 88908615) تماس حاصل فرمائید."
"صدور ضمانتنامه ارزی به تقاضای مشتریان خارجی تحت چه شرایطی صورت می گیرد؟","بر اساس مجموعه مقررات ارزی بانک مرکزی ج.ا.ا. صدور انواع ضمانتنامه ارزي به درخواست اشخاص حقيقی و حقوقی غيرایرانی و یا نمایندگان آنها، با توثيق 100% عين مبلغ ضمانتنامه به ارز و بدون نياز به اخذ مجوز از بانك مركزي ج.ا.ا یا با دریافت ضمانتنامه متقابل غيرقابل برگشت و قابل تمدید بانك معتبر خارجی با رعایت مقررات امكانپذیر است."
"وثایق موردنیاز جهت صدور ضمانتنامه های ارزی در چارچوب آیین نامه اجرایی حمایت از صادر کنندگان خدمات فنی و مهندسی چیست؟","بر اساس مجموعه مقررات ارزی بانک مرکزی ج.ا.ا. صدور ضمانتنامه درمقابل 2 درصد وجه نقد یا سایر وثایق مورد قبول شبكه بانكی و 98 درصد سفته نسبت به ارزش ضمانتنامه و به تشخیص رکن اعتباری قابل انجام است."
"نرخ کارمزد صدور ضمانتنامه های ارزی در چارچوب آیین نامه اجرایی حمایت از صادر کنندگان خدمات فنی و مهندسی به چه میزان است؟","بر اساس مجموعه مقررات ارزی ج.ا.ا. نرخ کارمزد حداکثر 5/0 درصد معادل ریالی ارزش ضمانتنامه در سال به نرخ ارز روز صدور می باشد."
"اخذ وجه نقدی بابت سپرده نقدی و یا کارمزد و هزینه ها بابت صدور ضمانتنامه ارزی به صورت ریالی است یا ارزی؟","می تواند هم به صورت ریالی و هم به صورت ارزی صورت پذیرد."
"آیا کارمزد و هزینه های ضمانتنامه ارزی شامل تخفیف می شود؟","در صورت تشخیص ارکان اعتباری، تخفیف در کارمزد و هزینه ها اعمال می گردد."
"آیا ضمانتنامه ارزی پس از صدور قابل اصلاح می باشد؟","بله، بر اساس شرایط مندرج در متن ضمانتنامه و با تایید ذینفع و متقاضی/ضمانتخواه قابل اصلاح است."
"افزایش مبلغ ضمانتنامه ارزی به چه صورت است؟","افزایش مبلغ ضمانتنامه ارزی در صورت ارائه الحاقیه قرارداد مبنی بر افزایش، اخذ مصوبه اعتباری از شعبه ریالی مربوطه، ارائه سایر مدارک مورد نیاز بابت صدور افزایش نامه و عنداللزوم اخذ مجوز بانک مرکزی ج.ا.ا.، امکان پذیر می باشد."
