question,answer
"مشتری در هنگام افتتاح حساب زمرد خود اطلاعات را به درستی ثبت نموده است اما تاریخ تولد برای ایشان اشتباه نمایش داده می شود چه اقدامی انجام دهد  ؟","اگر در قسمتی است که خودش تاریخ تولد را وارد می کند اشتباه کاربری مشتری است ولی در صورتی که سیستم به مشتری اشتباه اعلام می کند باید تیکت تهیه شود ."
"مشتری در زمرد نمی تواند عملیات بانکی انجام دهد و پیغام از محل دیگری وارد شدید مشاهده می گردد. علت چیست ؟ ","این سوال کلی است و باید دقیقا مشخص شود در چه مرحله ای پیغام خطا می گیرد و  لذا نسبت به زدن تیکت اقدام شود "
"زمان افتتاح حساب در مرحله احراز هویت از برنامه خارج و ادامه عملیات میسر نمی باشد ؟ علت چیست ؟   ","این مشکل هم اکنون برطرف شده است در صورتی که مشتری این مشکل را دارد حتما باید تیکت زده شود "
" زمان ثبت  شماره از طرق  زمرد پیغام عملیات با موفقیت انجام شده است   ولی  ادامه عملیات در صفحه بعدی میسر نمی باشد ؟  مشکل چیست ؟ ","ممکن است مشتری اپلیکشن زمرد را غیر از سایت بانک تجارت دانلود کرده و یا خطای سیستمی است که  در بازه  زمانی دیگری امتحان کند "
"افتتاح حساب غیرحضوری و  احراز هویت انجام و مبلغ اولیه را پرداخت کردم ولی پیغام  با موفقیت انجام نشده است  مشاهده می گردد . علت چیست  ؟","خطای سیستمی است و وجه کسر شده تا 72 ساعت به حساب عودت میگردد."
" زمان افتتاح  حساب مشتری در زمرد پیغام  تسهیلات  مشاهده می گردد ؟ علت چیست ؟ ","چون بدهی معوق دارد امکان افتتاح حساب وجود ندارد "
"در زمرد ثبت ایمیل میسر نمی باشد علت چیست؟","ایمیل باید به درستی وارد شود و بنام صاحب حساب باشد "
"برای بستن حساب زمرد که تازه افتتاح کردم چکار کنم؟","باید به یکی از شعبات بانک تجارت مراجعه کند "
"حساب زمرد را چگونه میتوان وکالتی کرد؟","از سایت بانک تجارت  به نشانی اینترنتی  tejaratbank.ir"
"ایا وکالتی کردن حساب  ازبرنامه زمرد امکان پذیر است؟","خیر "
"برای وکالتی کردن حساب زمرد  وارد سایت بانک شدم ولی خطای مغایرت شماره تماس چرا میدهد؟","به شعبه مراجعه کند و اعلام کند که شماره تماس را در سامانه های بانک تغییر دهند "
"با اپلیکیشن زمرد حساب قرض الحسنه افتتاح نموده ام و حسابم رو وکالتی کردم ایا میتوانم در قرعه کشی شرکت کنم؟","حساب وکالتی شده در قرعه کشی شرکت داده می شود "
"چگونه می توانم  برای سهام عدالت از طریق زمرد ثبت نام کنم؟","وارد سامانه زمرد از قسمت پیشخوان  ، سهام عدالت را انتخاب می نماییم ( درحال حاضر امکان ثبت نام وجود ندارد ) "
"ایا فعال سازی همراه بانک را می توان از زمرد گزینه همراه بانک انجام داد؟","آیکون همراه بانک وجود دارد ولی هنوز فعالسازی صورت نگرفته است "
"چگونه می توانم سرویس پیامک لحظه ای را  فعال نمایم؟","یک ) از طریق برنامه همراه بانک ابتدا می بایست پویای حساب  فعال شود  و سپس از منوی حسابها->جزییات->  فعالسازی پبامک و در اینترنت بانک منوی تنظیمات - > فعال سازی پیامک   یا مراجعه به شعبه بانک تجارت  فعالسازی پیامک لحظه ای انجام مشود. ."
"چگونه دریافت پیامک های بانک تجارت را تمدید نمایم ؟","از طریق پیامک ارسالی از سوی بانک / در صورتی که مشتری متوجه پیامک نشود , می تواند با پرداخت کارمزد از طریق همراه بانک /بانکداری اینترنتی و یا مراجعه به شعبه نسبت به تمدید سرویس پیامکی خود اقدام کند .صادقی پری "
"هزینه فعالسازی پیامک بانک تجارت سالیانه چند ریال  است ؟","در حال حاضر کارمزد فعال سازی پیامک سالیانه 20 هزار تومان می باشد .  "
"هزینه فعال سازی ارسال پیامک برای خارج از ایران چند ریال می باشد ؟","هزینه پیامک ارسالی برای خارج از ایران (در صورت ROOMING) خط مشتری بر اساس تعرفه اپراتور مشتری ( همراه اول - ایرانسل و...)می باشد ."
"قبلاٌ پیامک های ارسالی بانک برایم فعال بوده ولی در حال حاضر غیر فعال شده است .چه اقدامی انجام دهم ؟","ابتدا با شماره حساب یا کد ملی مشتری در پنل رهیاب پیامک مشتری را بررسی می کنیم ,و شماره موبایل را با مشتری چک می کنیم که شماره موبایل ثبتی در سیستم های بانک با شماره موبایل اعلام شده توسط مشتری یکسان باشد در غیر ایصورت به ایشان اعلام می کنیم به شعبه مراجعه نموده و شماره را تغییر دهد /همچنین تاریخ انقضا کارمزد پیامک باید چک شود که تاریخ انقضا نگذشته باشد .در صورتی که موارد بالا مشکلی نداشت ارسال های مشتری را چک می کنیم در صورتیکه تراکنش های ارسالی از سوی بانک سبز رنگ بود یعنی تراکنش از سوی بانک به مخابرات ارسال و مخابرات با موفقیت به دست مشتری رسانیده است در این حالت به مشتری اعلام می کنیم اگر گوشی دو سیم کارته دارد شماره  موبایل ثبت شده در بانک حتما در سیم کارت اول باشد و بعد از جابجایی سیم کارت حتما گوشی را خاموش و روشن کند /اگر تراکنش زرد رنگ بود یعنی مخابرات نتوانسته پیامک را به دست مشتری برساند چون یا مشتری آنتن کافی نداشته یا گوشی در حالت پرواز  یا گوشی خاموش بوده است  / در صورتی که پیامک قرمز رنگ بود مشکل از خط مشتری است و باید گوشی را خاموش و روشن کند و در صورتی که تراکنش مشکی رنگ بود مشکل از اپراتور می باشد و باید با اپراتور خود تماس بگیرد .. در صورتی که پیامکی تولید نشده باشد به تاتا ارجاع می دهیم. (صادقی پری )"
"پیامک های مشتری بانک تجارت برای شخص دیگری ارسال می گردد . چه اقدامی انجام شود  ؟ ","ابتدا در پنل رهیاب با درج شماره موبایل , شماره حسابی که پیامک  برای آن ارسال می شود را جستجو کرده و در صورتی که شماره حساب به نام شخص دیگری به غیر از شخص تماس گیرنده باشد می بایست با استفاده از پنل فرانگر , شعبه ای که پیامک مشتری را فعال کرده است را پیدا کرده و با شعبه موردنظر تماس حاصل نموده تا شماره موبایل اشتباه  را غیر فعال و به صاحب حساب برای اعلام شماره موبایل صحیح اطلاع رسانی شود ."
"صندوق امانات ( اجاره ای ) چیست ؟ ","صندوق امانات یکی از سرویس‌های جانبی بانک‌ها به مشتریان جهت تأمین نیازهای امنیتی آن‌ها برای محافظت از دارایی‌های باارزش آن‌هاست. به عبارت دیگر گاوصندوقی بزرگ که افراد مختلف آن را در قالب صندوق‌های کوچک و بزرگ از بانک اجاره می‌کنند. "
"هدف از ایجاد صندوق امانات ( اجاره ای ) چیست ؟ ","نگهداری از اشیاء و اسناد گرانبهای شخصی همواره یکی از دغدغه هایی است که ذهن افراد را به خود مشغول می کند. بانک تجارت به منظور آسودگی خاطر و رفاه حال مشتریان برای نگهداری اسناد ، اوراق و اشیاء گرانبهای آنان در یک محیط امن ، خدمت صندوق های اجاره ای را ارائه می دهد."
"شرایط عمومی استفاده از صندوق امانات ( اجاره ای )برای اشخاص حقیقی  چیست ؟ ","تمامی اشخاص حقیقی و حقوقی که نزد بانک تجارت حساب داشته باشند می توانند از خدمات صندوق های اجاره ای استفاده کنند اشخاص حقیقی می‌توانند با ارائه اصل شناسنامه، کارت ملی و دو قطعه عکس به شعبه مراجعه و پس از تکمیل فرم درخواست، سپردن ودیعه و پرداخت اجاره بها از خدمات صندوق اجاره‌ای استفاده کنند."
"هر کد ملی چند فقره درخواست رزو صندوق اجاره ای میتواند داشته باشد ؟","محدودیتی ندارد ( طی استعلام از کارشناسان امور سازمان )"
"سن  استفاده کنندگان از صندوق های اجاره ای حداقل چند سال می باشد ؟ ","حداقل سن استفاده کنندگان  از صندوق اجاره ای 18 سال می باشد."
"شرایط عمومی استفاده از صندوق امانات ( اجاره ای )برای اشخاص حقوقی  چیست ؟ ","در خصوص اشخاص حقوقی باید اساسنامه، یک نسخه از روزنامه رسمی کشور که در آن آگهی ثبت شرکت یا موسسه درج شده باشد و همچنین روزنامه رسمی مربوط به معرفی مدیر یا مدیران و آخرین تغییرات شرکت به بانک تسلیم و در ذیل فرم درخواست، شرایط استفاده از صندوق توسط مشتری قید شود."
"مشتری چه اشیایی را میتواند در صندوق امانات قرار دهد ؟ ","مشتریان می‌توانند در صندوق خود هرگونه اشیا و اسنادی را قرار دهند؛ به شرط آنکه شامل اشیا ممنوعه نباشد یا در نتیجه فساد یا علل  دیگر، آسیبی به صندوق و خزانه بانک نرساند."
"شرایط  اختصاصی اجاره صندوق امانات ( اجاره ای) چیست ؟","1 ) مشتری می باید نسبت به امضاء دفترچه صندوق اجاره ای ، قرارداد اجاره و اقرارنامه پس از مطالعه كامل اقدام نماید. 2 ) مستأجر تحت هيچ یک از عناوین حقوقی، حق انتقال مورد اجاره به دیگری را ندارد و تنها خود مستأجر یا وكيل وی حق بازگشایی صندوق را دارند.3 ) در خصوص مشتریان بی سواد لازم است فرد مورد اعتماد مشتری )اصلح است وكيل وی(، مفاد قرارداد و شرایط استفاده از صندوق اجاره ای را برای وی قرائت نماید. سپس اوراق مربوطه را به تایيد و امضای مشتری برساند. درصورتی كه مشتری امضاء نداشته باشد كليه اوراق مربوطه می باید در حضور رئيس یا معاون شعبه ممهور به مهراثر انگشت مشتری گردند.4)بانک به طور متعارف مسئول حفاظت از مورد اجاره و جلوگيری از دسترسی افراد غيرمجاز به آن می باشد درصورتيکه براثر اغتشاشات، آتش سوزی، سرقت و ... موجودی صندوق ربوده یا از بين برود بانک مسئوليتی در این خصوص ندارد 5)مستأجر متعهد می گردید صرفاً اشياء و اسنادی را در صندوق قرار دهد كه ممنوعه نبوده و در نتيجه فساد یا علل دیگر به صندوق و موجر خسارتی وارد نياورد. در صورت تخلف از این بند كليه خسارات وارده و مسئوليت های حاصله بر عهده مستأجر می باشد . 6)هنگام واگذاری صندوق های اجاره ای یک/ دو كليد به اجاره كننده صندوق تحویل داده می شود در مواردی كه دو كليد تحویل می گردد مشتری باید هر دو كليد را نزد خود نگهداری و مخصوصاً نبایستی یکی از آنها را درصندوق های اجاره ای بگذارد   7)مبلغ اجاره بهای صندوق های اجاره ای طبق تعرفه های اعلامی بانک برای یکسال تمام محاسبه و در ابتدای قرارداد اخذ می گردد. 8)براساس ضوابط و بخشنامه های اعلامی بانک مركزی ج.ا.ا ، علاوه بر اجاره بهاء ساليانه مبلغی نيز بعنوان ودیعه ازمشتری اخذ می گردد و مشتری حق هيچگونه اعتراضی به عمل بانک نخواهد داشت. مبلغ مذكور در صورت نداشتن هرگونه بدهی به بانک از ناحيه مشتری، در خاتمه قرارداد عيناً به وی مسترد می گردد 9) به پرسنل شاغل، بازنشسته و از كارافتاده بانک تجارت و پرسنل شركت خدمات تجارت به ميزان - 50 % ازمبلغ اجاره بهاء و ودیعه تخفيف داده می شود و برای استفاده از بيش از یک صندوق می باید اجاره بهاء ساليانه ودیعه بطور كامل به بانک پرداخت گردد      "
"نحوه بازدید صندوق توسط دارنده صندوق چگونه است ؟ ","ارائه خدمات مربوط به صندوق های اجاره ای به دارندگان صندوق و وکلای ایشان با ارائه کارت گواهی صندوق اجاره ای، احراز هویت و درج تاریخ و ساعت مراجعه در دفترچه صندوق اجاره ای امکان پذیر می باشد. 2- زمان ورود و خروج مشتری و یا وکیل وی و یا هر دو به انواع صندوق های اجاره ای ( مکانیکي و دیجیتال) می بایست توسط مسئول صندوق اجاره ای در سامانه یکپارچه صندوق های اجاره ای ثبت گردد."
"متقاضيان استفاده از صندوق های اجاره ای در صورت نداشتن حساب در بانک تجارت ملزم به افتتاح  چه نوع حسابی می باشند ؟ ","متقاضيان استفاده از صندوق های اجاره ای در صورت نداشتن حساب در بانک ملزم به افتتاح حساب برخط (سپرده های قرض الحسنه پس انداز، قرض الحسنه جاری و سرمایه گذاری كوتاه مدت) می باشند."
"هزینه  اجاره سالانه صندوق امانات بانک تجارت چند ریال است ؟ ","مبلغ اجاره بهای صندوق های اجاره ای طبق تعرفه های اعلامی بانک در حال حاضر ( هر سانتي متر مکعب حجم 144 ريال (حداقل 720,000ريال )  همچنین وديعه اجاره بهاء 8 برابر مبلغ اجاره بها،حداقل مبلغ 5,760,000 ريال ) برای یکسال تمام محاسبه و در ابتدای قرارداد اخذ می گردد. و برای مدت كمتر از یکسال اجاره بهای یکسال دریافت خواهد گردید."
"اجاره صندوق امانات  به چه صورت دریافت میشود؟ ","به صورت سالیانه و در همان ابتدای قرارداد برای مدت یکسال اخذ می گردد. "
"مبلغ ودیعه صندوق امانات چند ریال می باشد ؟","حداقل مبلغ ودیعه ۸ برابر مبلغ اجاره بهاء می باشد . "
" برای استفاده از صندوق امانات بانک تجارت به همکاران از کار افتاده ، بازنشته و شاغل تخفیف ارایه می گردد ؟ "," بله - به همکاران از کار افتاده ، بازنشته و شاغل 50% تخیف داده میشود."
"آیا پرسنل شرکت خدمات نیز جهت دریافت صندوق مشمول تخفیف می شوند ؟","به پرسنل شاغل شرکت خدمات تجارت همانند پرسنل بانک، به میزان 50 % از مبلغ اجاره بهاء و ودیعه صندوق اجاره ای تخفیف داده می شود و برای استفاده بیش از یک صندوق می باید اجاره بهاء سالیانه و ودیعه بطور کامل به بانک پرداخت گردد."
"آیا صندوق امانات بانک تجارت پوشش بیمه ای دارد ؟ ","در حال حاضر خیر "
"آیا بانک در صورت سرقت , آتش سوزی و ... از اموال صندوق  مسئولیت جبران خسارت را دارد ؟","خیر /  بانک به طور متعارف مسئول حفاظت از مورد اجاره و جلوگیری از دسترسی افراد غیر مجاز به آن می باشد و -درصورتیکه براثر اغتشاشات، آتش سوزی، سرقت و ... موجودی صندوق ربوده یا از بین برود بانک مسئولیتی در اینخصوص ندارد. چنانچه در نتیجه حوادث به شرح فوق و یا دیگر حوادث ایجادی بانک ناچار به جابه جایی صندوق گردد، مستأجر اذن و اختیار انجام این کار را به بانک داده و ح هرگونه ادعا و اعتراض را از خود سلب و ساقط می نماید."
"در صورت عدم تمایل به تمدید اجاره صندوق امانات  مشتری ظرف  چند روز باید به بانک اطلاع رسانی نماید ؟ ","چنانچه ظرف مدت ده روز قبل از انقضای مدت قرارداد حاضر، مستأجر مراتب تمایل خود مبنی بر عدم تمدیدمدت قرارداد اجاره را كتباً به بانک اعلام ننماید، با موافقت بانک، قرارداد اجاره برای یکسال دیگر تمدید شده تلقی  می گردد و بانک طبق تعرفه روز وفق ضوابط و مقررات مربوطه نسبت به برداشت مبلغ مال الاجاره از موجودی حساب مستأجر اقدام می نماید."
"ملاک تمدید قرارداد اجاره صندوق امانات کدامیک از طرفین می باشد ؟ ","تمدید قرارداد اجاره صندوق اجاره ای با موافقت بانک امکان پذیر خواهد بود.و در صورتی که بانک با تمدیدی صندوق امانات موافقت نکند , مشتری حق هیچ گونه اعتراضی ندارد ."
"در صورت عدم تسویه حساب  و تخلیه صندوق اجاره ای  از سوی مشتری ، بانک چه اقدامی انجام می دهد ؟ ","چنانچه ظرف مدت یکسال از انقضای مدت قرارداد اوليه اجاره صندوق اجاره ای )صرف نظر از اینکه تمدید شده یا نشده باشد(، مستاجر جهت تخليه صندوق و تسویه حساب به بانک مراجعه ننماید و موجودی حساب های مستاجر نزد بانک تکافوی هزینه های تمدید قرارداد را ننموده و یا بانک مایل به استفاده مجدد مستاجر از صندوق اجاره ای نباشد.با اعلام و ارسال مراتب از طریق پيامک به مستاجر اعلام می گردد جهت تسویه حساب به بانک مراجعه كرده و اقدام به تخليه صندوق نماید. اگر ظرف مدت یک ماه مشتری نسبت به تسویه اقدام ننماید، بانک می تواند با تامين و اقدام به تخليه صندوق نماید. اگر ظرف مدت یک ماه مشتری نسبت به تسویه اقدام ننماید، بانک می تواند با تامين دليل قانونی نسبت به بازكردن صندوق اجاره ای و فروش اموال و برداشت مطالبات خود اقدام نماید .و مازاد آن را در حساب بستکاران موقت شعبه نگهداری کند .  صادقی پری "
"در صورت فوت مستاجر، وارث یا وكيل/ وكلای انتخابی وراث، با داشتن حکم حصر وراثت (:حکم قانونی که سهم هر یک از وراث مشخص میگردد) جهت تخلیه صندوق امانات چگونه اقدام می گردد؟ ","در صورت فوت مستاجر، وارث یا وكيل/ وكلای انتخابی وراث، با داشتن حکم حصر وراثت (:حکم قانونی که سهم هر یک از وراث مشخص میگردد) با رعایت قوانين موضوعه با حضور نمایندگان مدیریت های امور بازرسی، حراست و حقوقی بانک، مسئول شعبه و نماینده سازمان امور مالياتی پس از تنظيم صورتجلسه محتویات صندوق را تصرف نماید. بدیهی است مطالبات بانک می باید قبل از تحویل محتویات صندوق، از سوی وراث تسویه گردد.  "
" برای استفاده از صندوق اجاره ای مشتری چگونه می تواند  به شخص یا اشخاص دیگری وکالت دهد ؟ "," دو نوع  وکالت داخلی و رسمی: وکالت داخلی: وكالت داخلی با تعيين وكيل/ وكلا از طریق حضور همزمان و احراز هویت كامل وكيل/ وكلا و موكل در شعبه مربوطه و ثبت مشخصات وكيل/ وكلا در سيستم و دفتر صندوق های اجاره ای صورت می پذیرد.  وکالت رسمی: مستاجر می تواند با تعيين حدود اختيارات و نحوه استفاده وكيل از صندوق اجاره ای، با اعطای وكالتنامه رسمی در دفاتر اسناد رسمی، شخص یا اشخاصی را برای استفاده از صندوق اجاره ای تعيين نماید.  "
"به غیر از اجاره کننده صندوق امانات  چه کسانی اجازه استفاده  از آن را دارند؟  ","فقط اجاره کننده صندوق یا وکیل قانونی وی می‌تواند از آن استفاده کند ."
"آیا  صندوق امانات بانک قابل انتقال به غیرمی باشد ؟ ","خیر "
"در صورت مفقودی کلیدهای صندوق امانات از سوی استفاده کننده ( مستاجر ) هزینه شکستن قفل صندوق بر عهده کیست ؟ ","بر عهده  مشتری استفاده کننده ( مستاجر ) می باشد . ضمنا  در صورتی که مشتری مفقودی کلید ها  را به بانک اطلاع ندهد كليه مسئوليت های ناشی از این قصور به عهده مشتری خواهد بود."
"امکان ثبت درخواست غیرحضوری برای متقاضیان صندوق اجاره ای وجود دارد ؟","بله "
"ثبت درخواست صندوق اجاره ای به صورت غیر حضوری چگونه می باشد ؟ ","ثبت درخواست غیرحضوری صندوق اجاره ای برای مشتریان حقیقی با مراجعه به سایت بانک تجارت امکان پذیر است. با مراجعه به سایت بانک تجارت و کلیک روی گزینه (درخواست غیر حضوری صندوق اجاره ای) پس از تکمیل فرم های مربوطه، انتخاب ابعاد صندوق و شعبه مورد نظر ، متقاضی باید با ارائه کد رهگیری دریافت شده از سامانه و مدارک لازم در مهلت مقرر به شعبه مربوطه مراجعه کنند. امکان پیگیری مورد ثبت شده در سایت نیز فراهم است به شرط داشتن نام کاربری و رمز ورود "
"مشتری پس از ثبت درخواست صندوق اجاره ای به صورت غیر حضوری چه کاری باید انجام دهد ؟","مشتری می بایست پس از دریافت کد رهگیری به همراه مدارک شناسایی مربوطه  شامل دو قطعه عکس 4*3 /اصل و کپی شناسنامه و کارت ملی به شعب منتخب طی دو روز کاری مراجعه نماید ."
"محدوده زمانی ثبت درخواست مشتری  برای دریافت صندوق اجاره ای به صورت غیر حضوری در طول شبانه روز چگونه است ؟","امکان ارسال و ثبت درخواست غیر حضوری (از طریق سایت بانک تجارت) صندوق های اجاره ای از سوی مشتری در محدوده زمانی از  ساعت 8 الی 22 همه روزه ( حتی روزهای تعطیل ) امکان پذیر است ."
"لیست شعبی که صندوق امانات دارند  چگونه پیدا نماییم ؟ "," از سایت بانک تجارت/ گزینه صندوق های اجاره ای /لیست شعب دارای صندوق اجاره ای قابل مشاهده میباشد"
"نمایش شعب دارای صندوق اجاره ای چگونه می باشد ؟","متناسب با منطقه جغرافیایی متقاضی "
"آیا در خواست غیر حضوری صندوق برای اشخاص حقوقی و اتباع امکان پذیر است ؟","خیر / فقط اشخاص حقیقی امکان ثبت و پیگیری درخواست بصورت غیرحضوری را دارند"
"در صورت وصول دستورمراجع  قضایی مبنی بر بازداشت اموال اشخاص آیا مشتری اجازه باز کردن صندوق امانات را دارد ؟ ","خیر - در صورت وصول دستور از مراجعی كه قانوناً حق بازداشت اموال اشخاص را دارند، بانک از بازكردن صندوق توسط مستاجر تا رفع بازداشت و ابلاغ آن به بانک ممانعت خواهد نمود ."
"هزینه ی تخلیه و تحویل صندوق امانات چقدر است؟","تخلیه و تحویل صندوق بدون کارمزد ، هماهنگی جهت بازدید صندوق های اجاره ای به درخواست مراجع ذی صالح : بدون کارمزد میباشد "
"هزینه ی مفقودی  کلیدها چقدر میباشد؟ ","هزینه ی مربوطه به قفل ها و کلید ها +144.000ریال"
"هزینه ی  بار استفاده از صندوق (ورود) چقدر است؟ ","هزینه ی هر بار استفاده از صندوق(ورود) 60.000ریال میباشد"
"مشتریان در روز چند بار میتوانند برای استفاده از صندوق اجاره‌ای به بانک مراجعه کنند؟ ","مشتریان می‌توانند در ساعات اداری به تعداد نامحدود  برای استفاده از صندوق اجاره‌ای به بانک مراجعه کنند."
"کارت عابر بانک چیست ؟","نوعی ابزار پرداخت است که بانک بر اساس مقررات برای مشتریان خود صادر می کند. فی الواقع هر نوع کارت اعم از مغناطیسی یا هوشمند، شناسه های الکترونیکی، بایومتریکی و یا دیگر ابزارهای مشابه، که استفاده از آن بعد از شناسایی و تایید منجر به نقل و انتقال وجه، برداشت و یا بدهکار شدن یک حساب بانکی شده و یا به هر شکل دیگری قدرت خرید و پرداخت را در اختیار دارنده آن قرار می دهد.و شامل کارت نقدی– کارت هدیه – کارت خرید – کارت اعتباری و... می باشد."
"آیا اشخاص حقوقی می توانند تجارت کارت داشته باشند ؟","صدور اولیه و مجدد کارت منوط به ارائه معرفی نامه هیئت مدیره شخص حقوقی به بانک خواهد بود .شایان ذکر است معرفی نامه مذکور می باید به تصویب هیئت مدیره شخص حقوقی رسیده باشد همچنین به ازای هر حساب صرفا امکان صدور یک کارت حقوقی میسر می باشد .   "
"طلبه کارت چیست ؟","طلبه کارت کارتی است با رنگ و طرح متفاوت که مخصوص طلاب حوزه علمیه صادر می شود.ویژگی اصلی طلبه کارت پرداخت های نقدی حوزه های علمیه و آیات عظام به طالاب از طریق این کارت هااست . نوع حساابی که برای طلبه کارت افتتاح می شود، قرض الحسنه است. ضمناً دارندگان طلبه کارتمی توانند با استفاده از کارت های مذکور از تمام خدماتی که از طریق تجارت کارت ارائه می شود، استفاده کنند."
"کارت یارانه غذا چست ؟","نوعی تجارت کارت نقدی و به عنوان زیرمجموعه ای از کارت گروهی می باشد و عبارت است از مجموعه کارت های مغناطیسی که به یک حساب اصلی یا سرگروه( متصل وصاحب حساب سرگروه می تواند ضمن تعیین تعداد کارت درخواستی برای اعضای زیرگروه، نسبت به درج مبلغ و دوره شارژ هرکارت زیرگروهاقدام نماید. همچنین به منظور نظارت و کنترل، شماره خانوار برروی کارت های برنامه جهانی غذا درج می گردد."
"کارت دو منظوره (هیبرید) چیست ؟","محصولی جدید از کارت نقدی است که علاوه بر قابلیت های تجارت کارت نقدی عادی ، قابلیت های کیف پول ( مترو و بی آر تی ) را جهت پرداخت های خرد دارا می باشد. (  شایان ذکر است برای صدور این نوع کارت ,  مشتری می بایست به شعبه درخواست کارت دو منظوره را بدهد وهمچنین شارژ کیف پول  را می توان  از پایانه های مترو و بی آر تی  انجام داد .    ) "
"آیا می توان کارت دو منظوره را تبدیل به کارت نقدی کرد ؟","بله /در صورتی که دارندگان کارت های هیبریدی متقاضی صدور مجدد کارت نقدی عادی باشند،کلیه مسؤولین مربوطه در شعب می باید قبل از صدور مجدد تجارت کارت، نسبت به تغییر وضعیت کارت از طریق انتخاب گزینه تبدیل کیف پول به نقدی در منوی کارت نقدی اقدام نمایند.   "
"کارت خرید  چیست ؟","نوعی کارت با نام و بدون قابلیت برداشت نقدی است که از قبل مبلغ آن پرداخت شده و توسط صادر کننده کارت شارژ می شود و به نام دارنده کارت صادر می شود. کارت خرید معمولاً توسط سازمان ها و ادارات به مؤسسات صادر کننده سفارش داده شده و جایگزین بن های کاغذی برای ارایه خدمات به کارمندان می باشد.لازم به ذکر است مراحل صدور کارتهای خرید همانند روال صدور کارت نقدی می باشد.  ( این کارت ها قابلیت درخواست صدور انفرادی ندارد و فقط امکان صدور آن از سمت سازمان ها می باشد  )"
"نحوه استفاده از کارت خرید چگونه است ؟","کارت خرید  را فقط می تتوان از طریق دستگا های پوز فروشگاهی و نیز خرید از درگاه های اینترنتی استفاده نمود .توجه کنیدبرای  کارت های خرید  رمز پویا تعریف می شود .امااز کارت های خرید نمی توان وجه نقد از خودپرداز دریافت نمود . "
"آیا می توان برای کارت خرید رمز پویا فعال کرد؟","بله "
"کارت اعتباری چیست ؟","نوعی کارت با نام و چرخشی یا غیر چرخشی است و چنانچه از نامش پیداست مقدار معینی اعتبار مالی دراختیار صاحب کارت قرار می دهد. قرار دادن میزان اعتبار از طرف بانک یا مؤسسات صادر کننده با توجه به سابقه حساب دارنده کارت، میزان گردش مالی حساب در طول یک دوره زمانی خاص و میزان درآمد یا توانایی مالی دارنده کارت صورت می گیرد. دارنده کارت نیز پس از مصرف اعتبار کارت خود در پایان ماه و بر اساس صورتحساب ارسالی اقدام به تأمین سقف اعتباری خود می نماید. (این کارت همان کارت مرابحه مربوط به تسهیلات است .     )"
"نحوه استفاده از کارت اعتباری چگونه است ؟","کارت اعتباری را فقط می تتوان از طریق دستگا های پوز فروشگاهی و نیز خرید از درگاه های اینترنتی استفاده نمود .توجه کنیدبرای  کارت های اعتباری رمز پویا تعریف می شود .از کارت های اعتباری نمی توان وجه نقد از خودپرداز دریافت نمود . "
"آیا می توان برای کارت اعتباری رمز پویا فعال کرد ؟","بله "
"کارت مجازی چیست ؟","مشتریانی که بنا به دلایل قانونی (مشتریان حقوقی و حقیقی و دارای حساب مشترک) امکان دریافت هرگونه کارتی از آنها سلب (شامل مشتریان حقوقی و یا دارای حساب مشترک) و تاکنون برای حساب آنها کارت صادر نگردیده ، جهت واریز وجه از طریق کارت های صادره بانک های عضو شبکه شتاب می توانند نسبت به دریافت شماره کارت مجازی اقدام نمایند، لذا شماره کارت مذکور صرفاً قابلیت واریز به حساب را دارا می باشد. "
"توریست کارت  چیست ؟","محصول توریست کارت برای گردشگران خارجی که قصد استفاده از خدمات بانکی در زمان حضور در کشور ایران را داشته باشند ایجاد گردیده و برای گردشگرانی که توسط شرکت های طرف قرارداد با شرکت سیمرغ تجارت )تحت عنوان بازاریاب( جذب شده اند به مدت یکسال صادر می شود )در طول مدت مذکور مطابق زمان روادید فعال می گردد و در صورت تمدید روادید، با ارائه گذرنامه و ویزای معتبر، امکان فعالسازی مجدد توریست کارت وجود دارد( و به درخواست گردشگر حداکثر به معادل ریالي 10.000 دلار شارژ می شود.     ا"
"قابلیت های توریست کارت چیست ؟","الف : انتقال وجه کارت به کارت را دارا می باشد. ب : قابلیت شارژ مجدد را دارا بوده که از طریق انتقال وجه کارت به کارت یا ارسال درخواست شارژ از طریق بازاریاب به شرکت سیمرغ تجارت میسر است. ج : امکان دشارژ توریست کارت از طریق مراجعه حضوری و غیرحضوری به بازاریاب و شرکت سیمرغ تجارت وجود دارد. د : امکان دریافت گزارش کامل تراکنش ها با مراجعه به بازاریاب از طریق دسترسی بازاریاب به سامانه توریست کارت مهیا می باشد.       "
"برای دریافت توریست کارت مشتری چه کاری باید انجام دهد؟","گردشگرانی که متقاضی اخذ توریست کارت از شعب می باشند، می بایست ضمن همراه داشتن گذرنامه به یکی از شعب بانک مراجعه و نسبت به تکمیل فرم توریست کارت  اقدام کنند.   "
